"Docente","Componente Curricular","Turma","Horário","Discentes","Média Geral","Desvio Padrão Geral"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03C","46N34 (11/02/2019 - 10/03/2019), 2T56 46N34 (11/03/2019 - 27/04/2019), 46N34 (28/04/2019 - 08/06/2019)","14","9.71","1.96"
"JORGE CARLOS LOPES BRAS SILVA PEREIRA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03D","46N34 (11/02/2019 - 10/03/2019), 3T56 46N34 (11/03/2019 - 27/04/2019), 46N34 (28/04/2019 - 08/06/2019)","20","9.81","1.51"
"JOSE HENRIQUE FERNANDEZ","ECT2307 - FÍSICA EXPERIMENTAL I","04A","3M345 (25/02/2019 - 01/06/2019)","19","9.81","1.4"
"JOSE HENRIQUE FERNANDEZ","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","3","35T56 (11/02/2019 - 29/06/2019)","43","9.82","1.69"
"JOSE ROMERITO SILVA","ECT2608 - METODOLOGIA DA PESQUISA PARA O TRABALHO DE CONCLUSÃO DE CURSO EM CIÊNCIAS E TECNOLOGIA","1","5T56 (11/02/2019 - 29/06/2019)","43","9.61","1.51"
"JOSE ROMERITO SILVA","ECT1530 - PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS","1","24T56 (11/02/2019 - 29/06/2019)","23","9.72","1.48"
"JOSE ROMERITO SILVA","ECT2105 - PRÁTICAS DE LEITURA E ESCRITA I","6","4N12 (11/02/2019 - 29/06/2019)","83","9.25","1.89"
"JOSINALDO MENEZES DA SILVA","ECT2101 - PRÉ-CÁLCULO","2","2356M34 (11/02/2019 - 19/04/2019)","131","9.77","2.03"
"JOSINALDO MENEZES DA SILVA","ECT2101 - PRÉ-CÁLCULO","3","2356M56 (11/02/2019 - 19/04/2019)","109","9.74","1.95"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","02A","35T56 2N12 (11/02/2019 - 31/03/2019), 35T56 (01/04/2019 - 15/06/2019)","20","8.74","2.02"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","02B","3T3456 5T56 (11/02/2019 - 31/03/2019), 35T56 (01/04/2019 - 15/06/2019)","21","9.02","2.41"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","02C","4M56 35T56 (11/02/2019 - 31/03/2019), 35T56 (01/04/2019 - 15/06/2019)","21","9.24","1.98"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","02D","35T56 4T12 (11/02/2019 - 31/03/2019), 35T56 (01/04/2019 - 15/06/2019)","20","9.23","2.18"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","03A","2T56 35N12 (11/02/2019 - 31/03/2019), 35N12 (01/04/2019 - 15/06/2019)","18","9.49","2.01"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","03B","4T56 35N12 (11/02/2019 - 31/03/2019), 35N12 (01/04/2019 - 15/06/2019)","16","9.19","2.04"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","03C","7M34 35N12 (11/02/2019 - 31/03/2019), 35N12 (01/04/2019 - 15/06/2019)","11","8.79","2.46"
"JOSSANA MARIA DE SOUZA FERREIRA","ECT2414 - ELETRICIDADE APLICADA","03D","7M56 35N12 (11/02/2019 - 31/03/2019), 35N12 (01/04/2019 - 15/06/2019)","18","9.45","1.88"
"JOÃO MODESTO DE MEDEIROS JÚNIOR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","2","4M34 (11/02/2019 - 29/06/2019)","129","9.49","2.2"
"JOÃO MODESTO DE MEDEIROS JÚNIOR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","3","4M56 (11/02/2019 - 29/06/2019)","113","9.56","1.99"
"JOÃO MODESTO DE MEDEIROS JÚNIOR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","5","4N12 (11/02/2019 - 29/06/2019)","84","9.54","1.91"
"JOÃO MODESTO DE MEDEIROS JÚNIOR","ECT2106 - CIÊNCIA, TECNOLOGIA E SOCIEDADE","6","4N34 (11/02/2019 - 29/06/2019)","92","9.56","1.98"
"JOÃO MODESTO DE MEDEIROS JÚNIOR","ECT2502 - DIMENSÕES FILOSÓFICAS DA TECNOLOGIA MODERNA","1","2M3456 (11/02/2019 - 29/06/2019)","16","9.24","1.93"
"JOÃO MODESTO DE MEDEIROS JÚNIOR","ECT1558 - ÉTICA EM CIÊNCIA E TECNOLOGIA","1","5T3456 (11/02/2019 - 29/06/2019)","17","9.74","1.36"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01A","24T56 (11/02/2019 - 10/03/2019), 2T1256 4T56 (11/03/2019 - 27/04/2019), 24T56 (28/04/2019 - 08/06/2019)","10","9.82","1.68"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01B","24T56 (11/02/2019 - 10/03/2019), 2T3456 4T56 (11/03/2019 - 27/04/2019), 24T56 (28/04/2019 - 08/06/2019)","17","9.68","1.96"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01C","24T56 (11/02/2019 - 10/03/2019), 5M34 24T56 (11/03/2019 - 27/04/2019), 24T56 (28/04/2019 - 08/06/2019)","13","9.97","1.54"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","01D","24T56 (11/02/2019 - 10/03/2019), 5M56 24T56 (11/03/2019 - 27/04/2019), 24T56 (28/04/2019 - 08/06/2019)","15","9.52","1.62"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02A","46T56 (11/02/2019 - 10/03/2019), 3M34 46T56 (11/03/2019 - 27/04/2019), 46T56 (28/04/2019 - 08/06/2019)","17","9.65","1.84"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02B","46T56 (11/02/2019 - 10/03/2019), 3M56 46T56 (11/03/2019 - 27/04/2019), 46T56 (28/04/2019 - 08/06/2019)","20","9.75","1.35"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02C","46T56 (11/02/2019 - 10/03/2019), 3T12 46T56 (11/03/2019 - 27/04/2019), 46T56 (28/04/2019 - 08/06/2019)","25","9.86","1.77"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","02D","46T56 (11/02/2019 - 10/03/2019), 46T56 5T12 (11/03/2019 - 27/04/2019), 46T56 (28/04/2019 - 08/06/2019)","21","9.31","2.51"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03A","46N34 (11/02/2019 - 10/03/2019), 7M34 46N34 (11/03/2019 - 27/04/2019), 46N34 (28/04/2019 - 08/06/2019)","17","9.91","1.53"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03B","46N34 (11/02/2019 - 10/03/2019), 7M56 46N34 (11/03/2019 - 27/04/2019), 46N34 (28/04/2019 - 08/06/2019)","18","9.74","1.55"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03C","46N34 (11/02/2019 - 10/03/2019), 2T56 46N34 (11/03/2019 - 27/04/2019), 46N34 (28/04/2019 - 08/06/2019)","14","9.73","1.64"
"KALINE MELO DE SOUTO VIANA","ECT2411 - CIÊNCIA E TECNOLOGIA DOS MATERIAIS","03D","46N34 (11/02/2019 - 10/03/2019), 3T56 46N34 (11/03/2019 - 27/04/2019), 46N34 (28/04/2019 - 08/06/2019)","20","9.71","1.38"
"KELLEN CARLA LIMA","ECT2207 - PROBABILIDADE E ESTATÍSTICA","1","46T34 (11/02/2019 - 29/06/2019)","133","8.81","2.45"
"KELLY KALIANE REGO DA PAZ RODRIGUES","ECT2416 - EXPRESSÃO GRÁFICA","01B","46M56 (11/02/2019 - 12/05/2019), 36T34 (13/05/2019 - 29/06/2019)","34","9.77","1.53"
"KELLY KALIANE REGO DA PAZ RODRIGUES","ECT2416 - EXPRESSÃO GRÁFICA","01C","46M56 (11/02/2019 - 12/05/2019), 36T12 (13/05/2019 - 29/06/2019)","33","9.77","1.64"
"KELLY KALIANE REGO DA PAZ RODRIGUES","ECT2416 - EXPRESSÃO GRÁFICA","02A","46M12 (11/02/2019 - 29/06/2019)","39","9.45","1.81"
"KELLY KALIANE REGO DA PAZ RODRIGUES","ECT2416 - EXPRESSÃO GRÁFICA","02B","46M12 (11/02/2019 - 12/05/2019), 2M1234 7N1 (13/05/2019 - 29/06/2019)","15","8.82","2.01"
"LAURO WANDERLEY MELLER","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","1","2M34 (11/02/2019 - 29/06/2019)","74","9.65","2.09"
"LAURO WANDERLEY MELLER","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","3","2M56 (11/02/2019 - 29/06/2019)","45","9.75","2.16"
"LAURO WANDERLEY MELLER","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","4","2N12 (11/02/2019 - 29/06/2019)","60","9.63","1.83"
"LAURO WANDERLEY MELLER","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","6","3N12 (11/02/2019 - 29/06/2019)","17","9.91","1.42"
"LEANDRO IBIAPINA BEVILAQUA","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","5","25N12 (11/02/2019 - 29/06/2019)","104","9.64","2.06"
"LEANDRO IBIAPINA BEVILAQUA","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","6","25N34 (11/02/2019 - 29/06/2019)","102","9.48","2.17"
"LEO GOUVEA MEDEIROS","ECT2101 - PRÉ-CÁLCULO","4","2356N34 (11/02/2019 - 19/04/2019)","59","9","2.55"
"LEO GOUVEA MEDEIROS","ECT2101 - PRÉ-CÁLCULO","6","2356N12 (11/02/2019 - 19/04/2019)","96","9.08","2.41"
"LEONARDO MAFRA BEZERRIL","ECT2301 - CÁLCULO III","1","46M34 (11/02/2019 - 29/06/2019)","21","9.25","2.58"
"LEONARDO MAFRA BEZERRIL","ECT2301 - CÁLCULO III","2","46M56 (11/02/2019 - 29/06/2019)","102","9.43","2.2"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","05A","4T56 36N12 (11/02/2019 - 29/06/2019)","24","9.85","1.46"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","05B","7M34 36N12 (11/02/2019 - 29/06/2019)","21","9.72","2.05"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","05C","7M34 36N12 (11/02/2019 - 29/06/2019)","24","9.52","1.99"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","05D","7T34 36N12 (11/02/2019 - 29/06/2019)","8","10","1.5"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","05E","7M12 36N12 (11/02/2019 - 29/06/2019)","23","9.67","1.55"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06A","5T56 36N34 (11/02/2019 - 29/06/2019)","21","9.84","1.78"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06B","7M56 36N34 (11/02/2019 - 29/06/2019)","21","9.82","2.23"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06C","7T12 36N34 (11/02/2019 - 29/06/2019)","18","9.66","2.02"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06D","7M56 36N34 (11/02/2019 - 29/06/2019)","24","9.66","1.82"
"LILIAN CAVALCANTE DA SILVA","ECT2104 - QUÍMICA GERAL","06E","7M12 36N34 (11/02/2019 - 29/06/2019)","11","9.18","1.79"
"LORENA RAMOS CORREIA CARDOSO","ECT2202 - ÁLGEBRA LINEAR","1","46T56 (11/02/2019 - 29/06/2019)","102","9.24","2.06"
"LORENA RAMOS CORREIA CARDOSO","ECT2202 - ÁLGEBRA LINEAR","4","46N12 (11/02/2019 - 29/06/2019)","92","9.38","2.05"
"LUCIANA DE FIGUEIREDO LOPES LUCENA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","1","35M56 (11/02/2019 - 29/06/2019)","72","9.18","2.2"
"LUCIANA DE FIGUEIREDO LOPES LUCENA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","4","35N34 (11/02/2019 - 29/06/2019)","47","9.41","2.06"
"LUCIO MARASSI DE SOUZA ALMEIDA","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","1","35T34 (11/02/2019 - 29/06/2019)","115","8.27","2.8"
"LUCIO MARASSI DE SOUZA ALMEIDA","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","4","35T56 (11/02/2019 - 29/06/2019)","24","8.46","2.65"
"MARCELA APARECIDA CUCCI SILVESTRE","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","2","2M56 (11/02/2019 - 29/06/2019)","43","9.74","1.55"
"MARCELA APARECIDA CUCCI SILVESTRE","ECT2305 - PRÁTICA DE LEITURA EM INGLÊS","5","2N12 (11/02/2019 - 29/06/2019)","59","9.67","1.7"
"MARCELA APARECIDA CUCCI SILVESTRE","ECT2532 - PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS EM INGLÊS","1","4T1234 (11/02/2019 - 29/06/2019)","32","9.89","1.42"
"MARCELO BORGES NOGUEIRA","ECT2401 - COMPUTAÇÃO NUMÉRICA","01A","3M34 46T12 (11/02/2019 - 15/06/2019)","19","9.4","2.31"
"MARCELO BORGES NOGUEIRA","ECT2401 - COMPUTAÇÃO NUMÉRICA","01B","3M34 46T12 (11/02/2019 - 15/06/2019)","18","9.59","2.08"
"MARCELO BORGES NOGUEIRA","ECT2401 - COMPUTAÇÃO NUMÉRICA","01C","3M56 46T12 (11/02/2019 - 15/06/2019)","21","9.61","2.06"
"MARCELO BORGES NOGUEIRA","ECT2401 - COMPUTAÇÃO NUMÉRICA","01D","3M56 46T12 (11/02/2019 - 15/06/2019)","20","9.73","1.39"
"MARCELO KIYOSHI KIAN NAKAEMA","ECT2307 - FÍSICA EXPERIMENTAL I","11A","7M345 (25/02/2019 - 01/06/2019)","24","9.75","1.84"
"MARCELO KIYOSHI KIAN NAKAEMA","ECT2403 - FÍSICA EXPERIMENTAL II","06A","7T123 (25/02/2019 - 01/06/2019)","30","9.61","1.79"
"MARCELO KIYOSHI KIAN NAKAEMA","ECT2304 - INTRODUÇÃO À FÍSICA CLÁSSICA II","5","35N34 (11/02/2019 - 29/06/2019)","29","9.68","1.78"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","03A","6T34 24N34 (11/02/2019 - 15/06/2019)","10","8.66","2.15"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","03B","6T56 24N34 (11/02/2019 - 15/06/2019)","12","9.16","2.11"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","03D","7M34 24N34 (11/02/2019 - 15/06/2019)","11","9.25","1.53"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","04A","6T34 24N12 (11/02/2019 - 15/06/2019)","23","7.55","3.66"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","04B","6T56 24N12 (11/02/2019 - 15/06/2019)","26","9.21","2.16"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","04C","7M12 24N12 (11/02/2019 - 15/06/2019)","10","9.21","2.26"
"MARCONI CAMARA RODRIGUES","ECT2401 - COMPUTAÇÃO NUMÉRICA","04D","7M34 24N12 (11/02/2019 - 15/06/2019)","14","8.02","3.19"
"NEEMIAS ALVES DE LIMA","ECT2304 - INTRODUÇÃO À FÍSICA CLÁSSICA II","2","35M34 (11/02/2019 - 29/06/2019)","67","9.85","1.73"
"NEEMIAS ALVES DE LIMA","ECT2304 - INTRODUÇÃO À FÍSICA CLÁSSICA II","4","35N12 (11/02/2019 - 29/06/2019)","67","9.9","1.74"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2203 - LÓGICA DE PROGRAMAÇÃO","01A","3M34 46T12 (11/02/2019 - 15/06/2019)","27","9.67","1.81"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2203 - LÓGICA DE PROGRAMAÇÃO","01B","3M34 46T12 (11/02/2019 - 15/06/2019)","29","9.47","1.83"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2203 - LÓGICA DE PROGRAMAÇÃO","01C","3M56 46T12 (11/02/2019 - 15/06/2019)","28","9.78","1.9"
"ORIVALDO VIEIRA DE SANTANA JUNIOR","ECT2203 - LÓGICA DE PROGRAMAÇÃO","01D","3M56 46T12 (11/02/2019 - 15/06/2019)","29","9.82","1.49"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","02A","36M56 4T34 (11/02/2019 - 29/06/2019)","24","9.81","2.05"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","02B","36M56 4T12 (11/02/2019 - 29/06/2019)","27","9.59","2.01"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","02C","36M56 5M12 (11/02/2019 - 29/06/2019)","26","9.59","2.18"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","02D","36M56 5T12 (11/02/2019 - 29/06/2019)","26","9.55","2.65"
"PATRICIA KAORI SOARES","ECT2104 - QUÍMICA GERAL","02E","36M56 5T34 (11/02/2019 - 29/06/2019)","26","9.7","1.97"
"PAULO DANTAS SESION JUNIOR","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","1","25M56 (11/02/2019 - 29/06/2019)","99","7.71","2.76"
"PAULO DANTAS SESION JUNIOR","ECT2102 - VETORES E GEOMETRIA ANALÍTICA","8","25M34 (11/02/2019 - 29/06/2019)","118","8.73","2.31"
"PAULO HENRIQUE SOUSA DE OLIVEIRA","ECT2201 - CÁLCULO II","2","35T56 (11/02/2019 - 29/06/2019)","79","9.05","2.3"
"PAULO HENRIQUE SOUSA DE OLIVEIRA","ECT2201 - CÁLCULO II","4","35N34 (11/02/2019 - 29/06/2019)","76","9.12","2.05"
"PEDRO DA CUNHA FERREIRA","ECT2403 - FÍSICA EXPERIMENTAL II","03A","3M345 (25/02/2019 - 01/06/2019)","31","9.7","1.45"
"PEDRO DA CUNHA FERREIRA","ECT2403 - FÍSICA EXPERIMENTAL II","04A","5M234 (25/02/2019 - 01/06/2019)","32","9.57","2.05"
"PEDRO DA CUNHA FERREIRA","ECT2204 - INTRODUÇÃO À FÍSICA CLÁSSICA I","2","35T34 (11/02/2019 - 29/06/2019)","124","9.68","1.79"
"PIERRE NIAU AKMANSOY","ECT2103 - CÁLCULO I","4","2356N34 (22/04/2019 - 29/06/2019)","66","9.51","2.09"
"PIERRE NIAU AKMANSOY","ECT2101 - PRÉ-CÁLCULO","5","2356N34 (11/02/2019 - 19/04/2019)","80","9.46","2.19"
"PIERRE NIAU AKMANSOY","ECT2101 - PRÉ-CÁLCULO","7","246T56 (11/03/2019 - 15/06/2019)","84","9.54","1.97"
"RAFAEL CHAVES SOUTO ARAUJO","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","1","35T34 (11/02/2019 - 29/06/2019)","122","9.28","2.14"
"RAFAEL CHAVES SOUTO ARAUJO","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","2","35T56 (11/02/2019 - 29/06/2019)","77","9.65","1.78"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2401 - COMPUTAÇÃO NUMÉRICA","03A","6T34 24N34 (11/02/2019 - 15/06/2019)","10","9.47","2.04"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2401 - COMPUTAÇÃO NUMÉRICA","03D","7M34 24N34 (11/02/2019 - 15/06/2019)","11","9.57","1.34"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2401 - COMPUTAÇÃO NUMÉRICA","04A","6T34 24N12 (11/02/2019 - 15/06/2019)","23","9.71","2.14"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2401 - COMPUTAÇÃO NUMÉRICA","04C","7M12 24N12 (11/02/2019 - 15/06/2019)","10","9.76","1.74"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2401 - COMPUTAÇÃO NUMÉRICA","04D","7M34 24N12 (11/02/2019 - 15/06/2019)","14","9.15","2.47"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","01D","46M12 6T56 (11/02/2019 - 29/06/2019)","7","9.81","2.06"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","04A","3T34 46N34 (11/02/2019 - 29/06/2019)","23","9.74","1.28"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","04B","3T56 46N34 (11/02/2019 - 29/06/2019)","29","9.87","1.59"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","04C","7T34 46N34 (11/02/2019 - 29/06/2019)","26","9.48","2.02"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","04D","7M56 46N34 (11/02/2019 - 29/06/2019)","28","9.84","1.51"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05C","7T56 46N12 (11/02/2019 - 29/06/2019)","11","9.51","1.73"
"RAISSA TAVARES VIEIRA QUEIROGA","ECT2303 - LINGUAGEM DE PROGRAMAÇÃO","05D","7T12 46N12 (11/02/2019 - 29/06/2019)","28","9.81","1.48"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","02A","4M34 46T34 (11/02/2019 - 15/06/2019)","6","9.79","1.06"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","02B","4M34 46T34 (11/02/2019 - 15/06/2019)","8","9.9","1.2"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","02C","4M56 46T34 (11/02/2019 - 15/06/2019)","18","9.78","1.46"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","02D","4M56 46T34 (11/02/2019 - 15/06/2019)","10","9.49","1.87"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","03B","6T56 24N34 (11/02/2019 - 15/06/2019)","12","9.44","2.43"
"REX ANTONIO DA COSTA MEDEIROS","ECT2401 - COMPUTAÇÃO NUMÉRICA","04B","6T56 24N12 (11/02/2019 - 15/06/2019)","26","9.87","1.45"
"RICARDO WAGNER DE ARAUJO","ECT2103 - CÁLCULO I","5","2356N34 (22/04/2019 - 29/06/2019)","80","8.49","2.98"
"RICARDO WAGNER DE ARAUJO","ECT2103 - CÁLCULO I","6","2356N12 (22/04/2019 - 29/06/2019)","97","8.74","2.62"
"RODRIGO BARROS","ECT2412 - MECÂNICA DOS SÓLIDOS","1","46T34 (11/02/2019 - 29/06/2019)","94","9.48","1.9"
"RODRIGO BARROS","ECT2412 - MECÂNICA DOS SÓLIDOS","4","46N12 (11/02/2019 - 29/06/2019)","56","9.32","1.83"
"ROMULO DE OLIVEIRA NUNES","ECT2203 - LÓGICA DE PROGRAMAÇÃO","04A","3T34 46N34 (11/02/2019 - 15/06/2019)","16","9.04","2.07"
"ROMULO DE OLIVEIRA NUNES","ECT2203 - LÓGICA DE PROGRAMAÇÃO","04B","3T56 46N34 (11/02/2019 - 15/06/2019)","25","9.34","2.13"
"ROMULO DE OLIVEIRA NUNES","ECT2203 - LÓGICA DE PROGRAMAÇÃO","04C","7T12 46N34 (11/02/2019 - 15/06/2019)","19","9.57","1.84"
"ROMULO DE OLIVEIRA NUNES","ECT2203 - LÓGICA DE PROGRAMAÇÃO","04D","7T34 46N34 (11/02/2019 - 15/06/2019)","15","9.54","1.42"
"ROMULO DE OLIVEIRA NUNES","ECT2203 - LÓGICA DE PROGRAMAÇÃO","05A","3T34 46N12 (11/02/2019 - 15/06/2019)","21","9.68","1.72"
"ROMULO DE OLIVEIRA NUNES","ECT2203 - LÓGICA DE PROGRAMAÇÃO","05B","3T56 46N12 (11/02/2019 - 15/06/2019)","24","8.9","2.28"
"ROMULO DE OLIVEIRA NUNES","ECT2203 - LÓGICA DE PROGRAMAÇÃO","05C","7T12 46N12 (11/02/2019 - 15/06/2019)","30","9.3","2.16"
"ROMULO DE OLIVEIRA NUNES","ECT2203 - LÓGICA DE PROGRAMAÇÃO","05D","7T34 46N12 (11/02/2019 - 15/06/2019)","19","9.16","1.92"
"RONAI MACHADO LISBOA","ECT2307 - FÍSICA EXPERIMENTAL I","02A","2T123 (25/02/2019 - 01/06/2019)","24","9.68","1.76"
"RONAI MACHADO LISBOA","ECT2307 - FÍSICA EXPERIMENTAL I","07A","5T456 (25/02/2019 - 01/06/2019)","22","9.78","1.66"
"RONAI MACHADO LISBOA","ECT2402 - INTRODUÇÃO À FÍSICA CLÁSSICA III","3","35N12 (11/02/2019 - 29/06/2019)","40","9.76","1.58"
"RONALDO CARLOTTO BATISTA","ECT2202 - ÁLGEBRA LINEAR","2","46T56 (11/02/2019 - 29/06/2019)","31","8.32","2.75"
"RUMMENIGGE RUDSON DANTAS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","02A","5M34 46T34 (11/02/2019 - 15/06/2019)","18","9.31","2.08"
"RUMMENIGGE RUDSON DANTAS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","02B","5M34 46T34 (11/02/2019 - 15/06/2019)","10","9.69","1.49"
"RUMMENIGGE RUDSON DANTAS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","02C","5M56 46T34 (11/02/2019 - 15/06/2019)","26","9.61","2.18"
"RUMMENIGGE RUDSON DANTAS","ECT2203 - LÓGICA DE PROGRAMAÇÃO","02D","5M56 46T34 (11/02/2019 - 15/06/2019)","18","9.3","2.04"
"SALETE MARTINS ALVES","ECT2104 - QUÍMICA GERAL","04B","3T56 36N12 (11/02/2019 - 29/06/2019)","25","9.76","1.94"
"SALETE MARTINS ALVES","ECT2104 - QUÍMICA GERAL","04C","6T56 36N12 (11/02/2019 - 29/06/2019)","22","9.71","1.89"
"SALETE MARTINS ALVES","ECT2104 - QUÍMICA GERAL","04D","7T34 36N12 (11/02/2019 - 29/06/2019)","12","9.63","1.56"
"SALETE MARTINS ALVES","ECT2104 - QUÍMICA GERAL","04E","7T12 36N12 (11/02/2019 - 29/06/2019)","8","9.3","1.69"
"SEBASTIAO LUIZ DE OLIVEIRA","ECT2306 - MEIO AMBIENTE E DESENVOLVIMENTO URBANO","2","35M56 (11/02/2019 - 29/06/2019)","77","9.54","2.08"
